Order_ID,Order_Date,Customer_ID,Customer_Age,Customer_Gender,Region,Country,Category,Product_Name,Price,Quantity,Discount,Revenue,Profit,Payment_Method,
O01559,04-07-2023,C0319,38,Male,East,Germany,Office Supplies,Printer Paper,715.49,5.00,0.22,2790.41,381.89,Debit Card,
O01560,12-05-2024,C0511,58,Male,West,Canada,Electronics,Smartphone,108.73,1.00,0.03,105.47,11.79,Cash,
O01561,09-06-2024,C0086,33,Female,West,Australia,Electronics,Laptop,459.87,1.00,0.26,340.30,75.27,Credit Card,
O01562,19-08-2023,C1226,27,Female,North,Canada,Clothing,Jacket,186.42,3.00,0.22,436.22,141.49,Credit Card,
O01563,20-05-2024,C0209,29,Male,South,Germany,Office Supplies,Printer Paper,257.28,5.00,0.14,1106.30,155.86,PayPal,
O01564,24-10-2023,C0307,27,Male,West,UK,Office Supplies,Printer Paper,688.25,3.00,0.18,1693.10,442.77,Debit Card,
O01565,19-07-2023,C1516,65,Male,South,UK,Clothing,Jacket,309.02,1.00,0.09,281.21,87.22,Cash,
O01566,04-06-2024,C1228,55,Female,North,India,Office Supplies,Notebook,806.40,1.00,0.26,596.74,151.25,Cash,
O01567,03-06-2024,C1402,40,Male,East,UK,Office Supplies,Stapler,264.80,2.00,0.12,466.05,120.55,Debit Card,
O01568,13-06-2023,C1941,56,Female,West,UK,Clothing,Jeans,457.83,4.00,0.14,1574.94,470.43,Debit Card,
O01569,03-01-2024,C1162,27,Male,West,USA,Office Supplies,Printer Paper,547.31,2.00,0.24,831.91,111.02,PayPal,
O01570,11-06-2023,C0310,55,Female,North,USA,Clothing,Shoes,226.18,2.00,0.18,370.94,66.38,Cash,
O01571,27-08-2023,C0893,33,Female,South,Australia,Office Supplies,Pen Set,828.40,3.00,0.20,1988.16,672.97,Credit Card,
O01572,17-03-2024,C0773,22,Female,East,Canada,Electronics,Tablet,106.13,2.00,0.22,165.56,25.79,Credit Card,
O01573,14-02-2023,C0559,54,Male,South,USA,Electronics,Smartphone,852.00,1.00,0.28,613.44,87.86,Credit Card,
O01574,17-01-2024,C1535,36,Male,East,Canada,Furniture,Cabinet,548.01,5.00,0.15,2329.04,466.66,Credit Card,
O01575,17-04-2023,C1564,55,Male,East,India,Electronics,Headphones,316.21,3.00,0.23,730.45,225.92,Credit Card,
O01576,13-02-2023,C1628,42,Male,West,Germany,Office Supplies,Pen Set,833.59,5.00,0.10,3751.15,1066.03,Cash,
O01577,16-02-2024,C0578,43,Female,North,Canada,Office Supplies,Pen Set,225.53,2.00,0.03,437.53,59.17,Cash,
O01578,29-05-2023,C0367,22,Male,South,USA,Clothing,T-Shirt,55.02,2.00,0.18,90.23,21.02,Credit Card,
O01579,16-10-2023,C1501,49,Male,North,Germany,Office Supplies,Pen Set,827.13,4.00,0.18,2712.99,674.22,PayPal,
O01580,23-06-2024,C0198,59,Male,South,USA,Electronics,Laptop,227.15,4.00,0.13,790.48,83.19,Debit Card,
O01581,03-01-2023,C0128,18,Female,South,Australia,Furniture,Sofa,201.46,4.00,0.06,757.49,94.00,PayPal,
O01582,17-02-2023,C0669,29,Female,South,Canada,Furniture,Desk,935.96,5.00,0.21,3697.04,1224.56,Debit Card,
O01583,05-03-2023,C0123,46,Female,West,UK,Office Supplies,Stapler,934.23,2.00,0.05,1775.04,424.15,Debit Card,
O01584,28-05-2024,C1249,42,Male,South,Germany,Office Supplies,Notebook,510.60,1.00,0.26,377.84,128.79,Cash,
O01585,01-07-2023,C0815,47,Male,South,Germany,Clothing,T-Shirt,10.81,1.00,0.06,10.16,2.70,Debit Card,
O01586,25-07-2023,C1844,32,Male,North,Australia,Furniture,Sofa,898.73,4.00,0.22,2804.04,790.97,Credit Card,
O01587,03-05-2024,C0667,63,Male,West,Germany,Office Supplies,Stapler,104.02,1.00,0.13,90.50,23.28,PayPal,
O01588,21-06-2023,C0013,58,Male,East,UK,Electronics,Smartphone,472.42,4.00,0.29,1341.67,173.34,Credit Card,
O01589,27-12-2023,C1987,55,Female,South,Canada,Clothing,Jacket,664.13,2.00,0.22,1036.04,107.91,Debit Card,
O01590,05-02-2024,C0772,41,Female,West,UK,Clothing,T-Shirt,146.98,4.00,0.06,552.64,140.47,Debit Card,
O01591,18-12-2023,C0668,32,Female,West,Australia,Electronics,Headphones,740.79,2.00,0.17,1229.71,309.83,Cash,
O01592,02-10-2023,C1285,48,Male,West,Germany,Clothing,T-Shirt,766.83,5.00,0.19,3105.66,686.69,Credit Card,
O01593,13-04-2024,C0629,61,Female,East,Canada,Clothing,Jacket,411.57,1.00,0.29,292.21,43.36,PayPal,
O01594,26-04-2023,C0842,47,Male,East,Germany,Clothing,Jeans,404.68,5.00,0.16,1699.66,396.54,Cash,
O01595,27-10-2023,C1591,55,Male,East,India,Clothing,T-Shirt,794.41,2.00,0.20,1271.06,290.68,Cash,
O01596,11-01-2023,C0670,28,Male,North,UK,Office Supplies,Pen Set,961.57,1.00,0.12,846.18,145.94,Credit Card,
O01597,19-01-2023,C1721,52,Male,East,Canada,Clothing,Jacket,524.88,2.00,0.00,1049.76,335.20,Debit Card,
O01598,12-02-2023,C0676,48,Female,South,Canada,Office Supplies,Printer Paper,835.07,1.00,0.17,693.11,141.39,Debit Card,
O01599,15-01-2023,C0306,46,Female,North,USA,Electronics,Smartphone,55.47,3.00,0.22,129.80,37.63,Cash,
O01600,15-04-2023,C1213,56,Female,South,USA,Clothing,Shoes,299.86,5.00,0.08,1379.36,332.89,Cash,
O01601,29-10-2023,C0885,46,Male,West,Australia,Electronics,Laptop,535.51,2.00,0.12,942.50,245.70,Credit Card,
O01602,01-02-2023,C0232,58,Male,West,India,Electronics,Laptop,238.62,3.00,0.09,651.43,222.94,Debit Card,
O01603,14-02-2023,C0806,48,Female,East,Germany,Office Supplies,Printer Paper,173.19,1.00,0.11,154.14,45.76,Debit Card,
O01604,30-04-2023,C0663,40,Female,West,UK,Clothing,Shoes,770.44,2.00,0.28,1109.43,161.09,Credit Card,
O01605,06-12-2023,C0484,31,Female,West,USA,Clothing,Shoes,314.23,4.00,0.09,1143.80,196.90,PayPal,
O01606,17-01-2024,C1224,32,Female,East,UK,Electronics,Smartphone,539.03,3.00,0.00,1617.09,497.43,Debit Card,
O01607,22-10-2023,C0683,64,Female,South,USA,Furniture,Desk,13.29,2.00,0.12,23.39,6.19,Credit Card,
O01608,11-03-2023,C1904,63,Female,South,Australia,Furniture,Cabinet,499.71,4.00,0.23,1539.11,360.18,Debit Card,
O01609,21-12-2023,C1139,38,Female,East,UK,Furniture,Sofa,178.61,3.00,0.04,514.40,161.94,Credit Card,
O01610,20-02-2024,C0237,50,Female,West,India,Electronics,Headphones,75.89,3.00,0.27,166.20,38.60,Credit Card,
O01611,07-01-2024,C0632,56,Male,East,Germany,Office Supplies,Printer Paper,276.55,2.00,0.23,425.89,110.59,PayPal,
O01612,25-05-2023,C0610,46,Female,North,Germany,Electronics,Tablet,584.78,5.00,0.14,2514.55,414.87,Debit Card,
O01613,07-02-2023,C0683,32,Female,North,UK,Furniture,Desk,534.55,4.00,0.02,2095.44,622.09,Debit Card,
O01614,03-09-2023,C1691,59,Male,West,USA,Office Supplies,Pen Set,813.96,5.00,0.02,3988.40,1190.94,Cash,
O01615,01-05-2024,C0403,18,Female,West,UK,Clothing,T-Shirt,320.33,1.00,0.13,278.69,49.17,PayPal,
O01616,06-08-2023,C1898,38,Male,West,Canada,Electronics,Laptop,516.77,1.00,0.11,459.93,124.82,Debit Card,
O01617,27-10-2023,C0572,42,Female,North,Australia,Office Supplies,Stapler,744.88,2.00,0.18,1221.60,243.55,Credit Card,
O01618,14-11-2023,C0460,31,Female,South,Canada,Clothing,Shoes,632.81,4.00,0.08,2328.74,760.35,Credit Card,
O01619,30-01-2023,C1413,20,Male,North,Canada,Clothing,Shoes,235.60,1.00,0.16,197.90,31.36,PayPal,
O01620,17-06-2023,C0195,63,Male,West,Australia,Clothing,Jacket,178.50,3.00,0.12,471.24,133.85,PayPal,
O01621,13-04-2024,C1194,41,Female,South,Canada,Clothing,Shoes,335.31,5.00,0.10,1508.89,347.01,Credit Card,
O01622,22-02-2023,C0367,27,Male,West,Australia,Office Supplies,Notebook,821.80,3.00,0.16,2070.94,304.19,Cash,
O01623,25-03-2023,C0947,18,Female,East,India,Clothing,T-Shirt,792.01,2.00,0.13,1378.10,399.84,Debit Card,
O01624,19-06-2024,C0802,51,Male,North,UK,Furniture,Desk,217.82,5.00,0.10,980.19,204.47,Credit Card,
O01625,25-03-2023,C1184,33,Female,North,India,Clothing,T-Shirt,888.63,1.00,0.22,693.13,176.26,Debit Card,
O01626,18-04-2023,C0912,47,Male,East,India,Furniture,Cabinet,925.37,5.00,0.06,4349.24,1329.90,PayPal,
O01627,02-04-2023,C1287,60,Female,North,Australia,Office Supplies,Notebook,771.11,3.00,0.06,2174.53,583.50,Credit Card,
O01628,05-05-2023,C0250,54,Male,North,USA,Furniture,Chair,854.30,4.00,0.09,3109.65,813.42,PayPal,
O01629,24-12-2023,C0249,33,Female,North,Canada,Electronics,Tablet,828.09,1.00,0.26,612.79,171.15,Credit Card,
O01630,18-10-2023,C0672,21,Male,East,UK,Office Supplies,Pen Set,406.46,3.00,0.28,877.95,262.30,Cash,
O01631,30-07-2023,C0777,43,Male,West,USA,Furniture,Sofa,514.56,5.00,0.12,2264.06,365.28,PayPal,
O01632,05-09-2023,C1636,57,Male,North,Australia,Clothing,Jacket,975.67,4.00,0.03,3785.60,977.51,PayPal,
O01633,06-04-2024,C1364,33,Male,East,Germany,Office Supplies,Pen Set,588.94,5.00,0.06,2768.02,516.73,Credit Card,
O01634,14-04-2023,C0778,36,Male,West,Australia,Electronics,Smartphone,839.94,2.00,0.14,1444.70,210.10,Credit Card,
O01635,12-06-2023,C1116,56,Female,West,Germany,Electronics,Tablet,914.97,3.00,0.05,2607.66,314.36,PayPal,
O01636,20-09-2023,C0141,63,Female,North,USA,Electronics,Headphones,959.31,3.00,0.19,2331.12,352.43,PayPal,
O01637,24-02-2024,C1697,34,Male,East,USA,Electronics,Smartphone,672.59,5.00,0.00,3362.95,748.61,Debit Card,
O01638,09-01-2023,C0541,27,Female,West,UK,Office Supplies,Pen Set,934.29,5.00,0.26,3456.87,573.23,PayPal,
O01639,05-10-2023,C0929,25,Male,East,UK,Electronics,Headphones,579.38,1.00,0.13,504.06,101.08,Credit Card,
O01640,27-06-2023,C0355,50,Female,West,India,Clothing,Jacket,120.77,2.00,0.25,181.16,52.85,Cash,
O01641,20-05-2023,C1733,49,Male,West,India,Furniture,Desk,645.39,4.00,0.24,1961.99,667.01,Credit Card,
O01642,19-04-2023,C1552,42,Female,North,UK,Clothing,Jeans,594.74,5.00,0.27,2170.80,492.37,Debit Card,
O01643,26-04-2024,C0908,59,Female,South,Australia,Furniture,Chair,410.66,4.00,0.13,1429.10,439.23,Credit Card,
O01644,27-08-2023,C1470,18,Male,North,India,Furniture,Cabinet,969.63,2.00,0.16,1628.98,324.13,PayPal,
O01645,28-09-2023,C1613,28,Male,East,USA,Furniture,Chair,895.49,5.00,0.01,4432.68,1166.21,Cash,
O01646,17-04-2024,C0275,18,Female,East,USA,Electronics,Laptop,710.20,4.00,0.21,2244.23,695.07,PayPal,
O01647,13-04-2023,C1158,31,Male,East,India,Furniture,Desk,68.90,4.00,0.21,217.72,38.62,Debit Card,
O01648,28-05-2023,C1538,35,Female,North,Canada,Office Supplies,Pen Set,746.96,3.00,0.26,1658.25,403.92,Debit Card,
O01649,07-07-2023,C0364,41,Male,West,India,Furniture,Chair,296.72,3.00,0.25,667.62,182.58,Debit Card,
O01650,26-06-2023,C0859,24,Male,North,USA,Furniture,Sofa,388.75,4.00,0.03,1508.35,294.69,Credit Card,
O01651,01-05-2024,C0025,27,Female,West,Australia,Furniture,Desk,934.91,2.00,0.23,1439.76,155.42,PayPal,
O01652,31-08-2023,C0801,44,Male,North,Canada,Clothing,Jeans,415.18,5.00,0.18,1702.24,174.47,Cash,
O01653,02-05-2024,C1239,38,Male,North,USA,Office Supplies,Pen Set,145.20,5.00,0.29,515.46,54.90,Cash,
O01654,10-08-2023,C1261,47,Male,South,USA,Office Supplies,Pen Set,168.65,1.00,0.06,158.53,48.07,Credit Card,
O01655,05-06-2024,C0968,22,Female,West,UK,Furniture,Desk,34.70,3.00,0.09,94.73,31.31,PayPal,
O01656,22-02-2024,C1623,25,Female,North,Canada,Furniture,Desk,479.22,1.00,0.14,412.13,72.78,Cash,
O01657,25-02-2023,C0297,32,Female,East,UK,Furniture,Sofa,152.78,4.00,0.00,611.12,113.41,Debit Card,
O01658,04-10-2023,C1547,23,Male,North,Canada,Clothing,Jacket,744.49,4.00,0.24,2263.25,494.78,Debit Card,
O01659,20-01-2024,C1264,19,Male,South,Germany,Clothing,Jacket,103.43,2.00,0.14,177.90,21.30,Cash,
O01660,04-11-2023,C1475,53,Male,South,India,Clothing,Jacket,588.50,3.00,0.03,1712.53,187.12,Credit Card,
O01661,19-04-2023,C1178,60,Male,East,Canada,Electronics,Smartphone,807.37,5.00,0.26,2987.27,1040.59,PayPal,
O01662,28-02-2024,C0523,48,Female,West,UK,Furniture,Cabinet,385.58,1.00,0.27,281.47,63.34,PayPal,
O01663,16-11-2023,C0935,34,Male,South,Germany,Electronics,Laptop,576.17,4.00,0.09,2097.26,653.49,Debit Card,
O01664,29-03-2023,C0896,37,Male,North,Germany,Furniture,Cabinet,611.85,2.00,0.25,917.78,271.99,Debit Card,
O01665,13-10-2023,C1107,35,Female,East,Germany,Electronics,Smartphone,126.10,5.00,0.29,447.65,90.67,PayPal,
O01666,18-03-2024,C0384,27,Male,South,USA,Furniture,Chair,746.05,4.00,0.21,2357.52,673.39,Credit Card,
O01667,03-01-2024,C1849,39,Male,South,UK,Electronics,Laptop,30.41,5.00,0.16,127.72,20.71,PayPal,
O01668,17-02-2024,C0929,33,Male,North,USA,Electronics,Laptop,259.60,4.00,0.24,789.18,83.48,Credit Card,
O01669,29-01-2024,C1163,65,Male,South,UK,Office Supplies,Pen Set,934.48,5.00,0.20,3737.92,1256.94,Cash,
O01670,15-02-2023,C0796,18,Female,East,Canada,Electronics,Headphones,485.23,3.00,0.12,1281.01,141.11,Credit Card,
O01671,11-06-2024,C0568,61,Male,South,Germany,Electronics,Laptop,725.78,2.00,0.29,1030.61,124.31,Credit Card,
O01672,19-06-2024,C1808,23,Female,North,Australia,Clothing,Jacket,336.43,2.00,0.23,518.10,176.52,PayPal,
O01673,03-06-2023,C1993,19,Male,East,Australia,Electronics,Laptop,369.39,3.00,0.23,853.29,144.58,Cash,
O01674,31-01-2023,C0915,38,Female,East,India,Clothing,Shoes,437.62,2.00,0.21,691.44,85.65,Debit Card,
O01675,01-10-2023,C1805,59,Male,South,Australia,Electronics,Smartphone,921.44,2.00,0.15,1566.45,390.23,PayPal,
O01676,02-01-2023,C0306,43,Male,North,Canada,Clothing,T-Shirt,501.91,3.00,0.27,1099.18,238.40,PayPal,
O01677,17-07-2023,C0843,37,Male,South,India,Office Supplies,Notebook,18.34,1.00,0.05,17.42,2.15,Debit Card,
O01678,06-12-2023,C0220,53,Male,West,USA,Furniture,Sofa,352.49,1.00,0.09,320.77,101.55,Cash,
O01679,28-04-2023,C1810,20,Male,West,Canada,Furniture,Chair,64.83,4.00,0.12,228.20,25.89,Debit Card,
O01680,06-09-2023,C1070,27,Female,North,USA,Electronics,Smartphone,208.50,2.00,0.17,346.11,120.29,Cash,
O01681,12-03-2023,C0719,23,Male,North,Australia,Clothing,Jacket,21.41,4.00,0.13,74.51,13.51,PayPal,
O01682,16-11-2023,C0782,64,Male,East,Australia,Furniture,Chair,978.68,4.00,0.30,2740.30,857.80,PayPal,
O01683,28-01-2024,C1691,19,Male,North,India,Furniture,Desk,372.29,2.00,0.29,528.65,93.72,Debit Card,
O01684,23-09-2023,C0482,40,Female,North,Germany,Office Supplies,Pen Set,171.55,3.00,0.23,396.28,113.88,Debit Card,
O01685,14-04-2024,C1369,29,Female,West,USA,Office Supplies,Stapler,706.56,4.00,0.28,2034.89,677.56,Cash,
O01686,06-06-2023,C1753,26,Female,North,Canada,Office Supplies,Stapler,853.78,4.00,0.15,2902.85,903.01,PayPal,
O01687,29-04-2024,C0957,23,Male,North,Australia,Furniture,Sofa,24.89,4.00,0.29,70.69,8.99,PayPal,
O01688,27-05-2024,C1159,48,Female,South,UK,Furniture,Sofa,865.45,2.00,0.09,1575.12,278.50,Cash,
O01689,23-01-2024,C1122,27,Male,South,USA,Clothing,Shoes,845.04,5.00,0.22,3295.66,623.11,PayPal,
O01690,20-09-2023,C1178,29,Male,West,Australia,Clothing,Jacket,646.39,1.00,0.23,497.72,62.35,Cash,
O01691,20-07-2023,C1120,53,Male,South,Germany,Furniture,Desk,858.60,4.00,0.07,3193.99,499.34,PayPal,
O01692,27-05-2024,C1791,50,Male,North,Canada,Clothing,Shoes,541.47,4.00,0.12,1905.97,603.32,Credit Card,
O01693,22-12-2023,C1735,24,Male,North,UK,Electronics,Smartphone,817.03,3.00,0.09,2230.49,589.13,PayPal,
O01694,26-03-2023,C1643,64,Male,South,USA,Electronics,Headphones,60.45,5.00,0.22,235.75,54.69,Credit Card,
O01695,03-09-2023,C1018,27,Male,West,USA,Electronics,Smartphone,171.52,2.00,0.03,332.75,70.44,Credit Card,
O01696,24-03-2023,C0184,35,Male,North,UK,Clothing,Shoes,815.16,2.00,0.03,1581.41,430.88,Credit Card,
O01697,22-04-2024,C1561,59,Female,North,Australia,Electronics,Headphones,885.27,2.00,0.23,1363.32,456.68,Credit Card,
O01698,03-06-2024,C0530,24,Female,West,Canada,Clothing,Jacket,922.05,1.00,0.02,903.61,306.82,PayPal,
O01699,17-08-2023,C0692,51,Male,North,USA,Office Supplies,Pen Set,562.53,4.00,0.16,1890.10,190.65,Debit Card,
O01700,24-04-2024,C1227,21,Male,West,USA,Office Supplies,Notebook,432.48,5.00,0.21,1708.30,218.26,Cash,
O01701,08-06-2023,C0266,30,Female,East,Germany,Office Supplies,Notebook,540.12,4.00,0.10,1944.43,304.64,Cash,
O01702,05-03-2024,C1147,24,Male,South,India,Electronics,Tablet,786.53,4.00,0.26,2328.13,524.12,Credit Card,
O01703,23-06-2023,C1334,34,Female,South,UK,Furniture,Cabinet,964.37,2.00,0.29,1369.41,178.55,Credit Card,
O01704,29-01-2024,C1234,60,Female,East,Germany,Clothing,Shoes,669.72,1.00,0.12,589.35,124.13,PayPal,
O01705,09-03-2023,C0895,57,Male,South,Canada,Clothing,Jeans,98.55,1.00,0.22,76.87,23.81,PayPal,
O01706,29-05-2023,C0796,22,Male,West,USA,Furniture,Chair,370.34,5.00,0.23,1425.81,460.82,Debit Card,
O01707,16-10-2023,C1738,31,Male,South,Canada,Furniture,Sofa,546.41,3.00,0.15,1393.35,216.11,Credit Card,
O01708,05-11-2023,C1870,24,Female,North,USA,Clothing,Jeans,56.38,1.00,0.11,50.18,5.91,Cash,
O01709,09-01-2024,C1564,63,Female,East,Germany,Furniture,Chair,671.07,5.00,0.26,2482.96,392.73,Credit Card,
O01710,06-04-2023,C0007,38,Male,North,India,Office Supplies,Stapler,266.98,2.00,0.15,453.87,138.46,Cash,
O01711,06-05-2023,C0656,48,Male,East,India,Electronics,Smartphone,550.55,1.00,0.27,401.90,131.38,PayPal,
O01712,11-04-2023,C0275,32,Female,West,Canada,Electronics,Tablet,368.66,2.00,0.11,656.21,219.65,Credit Card,
O01713,17-04-2024,C0330,32,Female,North,UK,Clothing,Jacket,440.78,3.00,0.23,1018.20,209.46,Cash,
O01714,24-04-2024,C0290,20,Female,North,Germany,Electronics,Laptop,466.09,1.00,0.25,349.57,75.49,PayPal,
O01715,29-01-2024,C1650,34,Female,South,Germany,Electronics,Smartphone,106.73,3.00,0.09,291.37,45.76,Credit Card,
O01716,10-07-2023,C1820,46,Female,North,India,Clothing,Shoes,675.00,4.00,0.01,2673.00,643.27,PayPal,
O01717,23-09-2023,C1579,43,Female,South,Germany,Furniture,Sofa,997.06,4.00,0.12,3509.65,570.91,Credit Card,
O01718,01-04-2024,C1337,42,Male,South,Germany,Electronics,Smartphone,943.65,2.00,0.22,1472.09,503.05,Cash,
O01719,02-05-2024,C0856,62,Male,East,Canada,Furniture,Chair,894.19,4.00,0.22,2789.87,862.00,Credit Card,
O01720,21-02-2024,C1835,60,Male,East,Canada,Office Supplies,Pen Set,184.60,3.00,0.23,426.43,125.52,PayPal,
O01721,07-01-2023,C0711,19,Male,West,UK,Office Supplies,Notebook,957.42,3.00,0.18,2355.25,500.12,PayPal,
O01722,10-01-2023,C0644,30,Female,West,Germany,Electronics,Headphones,505.19,4.00,0.15,1717.65,317.34,PayPal,
O01723,12-06-2023,C0894,22,Male,South,Canada,Clothing,Jeans,846.63,4.00,0.06,3183.33,638.61,Debit Card,
O01724,11-04-2024,C1493,31,Male,North,Australia,Furniture,Chair,944.26,2.00,0.14,1624.13,205.62,Credit Card,
O01725,20-04-2024,C1701,41,Female,West,Canada,Electronics,Headphones,115.54,2.00,0.02,226.46,39.32,PayPal,
O01726,27-04-2023,C0592,35,Female,South,USA,Clothing,Jeans,940.60,4.00,0.29,2671.30,272.38,Debit Card,
O01727,11-07-2023,C0061,29,Female,North,USA,Clothing,Jeans,681.82,3.00,0.15,1738.64,207.52,Cash,
O01728,26-01-2023,C1779,22,Female,West,USA,Furniture,Desk,406.06,2.00,0.13,706.54,208.17,PayPal,
O01729,12-01-2023,C1928,20,Female,South,UK,Furniture,Cabinet,836.78,2.00,0.08,1539.68,261.62,Debit Card,
O01730,26-04-2023,C1768,46,Male,East,Germany,Office Supplies,Pen Set,916.72,1.00,0.16,770.04,261.41,Credit Card,
O01731,12-02-2024,C1549,38,Female,North,UK,Clothing,Jacket,117.64,5.00,0.07,547.03,137.40,Debit Card,
O01732,18-04-2024,C1436,28,Female,South,Canada,Electronics,Smartphone,895.86,1.00,0.25,671.89,104.51,Credit Card,
O01733,02-11-2023,C1997,54,Female,North,UK,Office Supplies,Stapler,458.04,3.00,0.25,1030.59,219.93,Debit Card,
O01734,08-11-2023,C0729,31,Female,East,Canada,Clothing,T-Shirt,458.12,1.00,0.15,389.40,92.11,PayPal,
O01735,03-01-2023,C0858,65,Female,East,Germany,Electronics,Smartphone,54.15,1.00,0.20,43.32,14.32,Debit Card,
O01736,17-02-2023,C0340,29,Male,East,India,Furniture,Desk,286.70,5.00,0.17,1189.80,129.27,Debit Card,
O01737,27-06-2023,C1841,28,Female,South,UK,Furniture,Chair,16.49,2.00,0.07,30.67,3.58,Debit Card,
O01738,19-01-2024,C1856,59,Female,East,USA,Electronics,Smartphone,989.42,3.00,0.10,2671.43,746.61,Credit Card,
O01739,20-08-2023,C1752,43,Female,South,Canada,Furniture,Chair,200.82,2.00,0.09,365.49,59.05,Debit Card,
O01740,12-03-2024,C0271,18,Male,East,Canada,Furniture,Desk,135.06,3.00,0.23,311.99,38.26,Credit Card,
O01741,30-03-2024,C1598,39,Female,East,Canada,Furniture,Desk,126.73,2.00,0.29,179.96,36.06,Credit Card,
O01742,07-05-2024,C0942,37,Female,East,UK,Electronics,Laptop,390.09,5.00,0.23,1501.85,250.88,Credit Card,
O01743,28-07-2023,C1847,46,Female,North,Canada,Furniture,Chair,401.57,1.00,0.21,317.24,39.65,PayPal,
O01744,26-08-2023,C1480,43,Male,West,India,Office Supplies,Printer Paper,159.63,5.00,0.19,646.50,129.08,Cash,
O01745,16-04-2023,C1838,27,Male,West,USA,Office Supplies,Pen Set,36.19,5.00,0.18,148.38,39.31,PayPal,
O01746,19-11-2023,C1792,26,Female,North,UK,Furniture,Desk,72.17,2.00,0.26,106.81,20.15,PayPal,
O01747,07-04-2023,C0555,31,Male,North,Canada,Electronics,Tablet,245.39,1.00,0.16,206.13,43.37,Cash,
O01748,24-05-2023,C0535,47,Male,East,Australia,Clothing,Jeans,161.79,1.00,0.15,137.52,21.87,PayPal,
O01749,26-11-2023,C1435,52,Male,South,Australia,Electronics,Tablet,773.94,4.00,0.15,2631.40,546.95,Cash,
O01750,23-07-2023,C1970,31,Male,South,Canada,Office Supplies,Printer Paper,104.32,5.00,0.28,375.55,53.13,Cash,
O01751,24-10-2023,C1967,45,Female,North,Canada,Clothing,Jacket,737.89,5.00,0.06,3468.08,987.38,Debit Card,
O01752,25-11-2023,C1433,45,Female,South,Germany,Furniture,Desk,742.26,3.00,0.12,1959.57,257.35,Debit Card,
O01753,07-01-2024,C0625,31,Female,East,USA,Office Supplies,Pen Set,559.89,2.00,0.06,1052.59,197.46,Credit Card,
O01754,07-07-2023,C0723,64,Female,South,India,Office Supplies,Pen Set,556.95,2.00,0.18,913.40,148.87,Debit Card,
O01755,14-01-2023,C0186,28,Male,South,India,Electronics,Tablet,574.03,2.00,0.18,941.41,279.61,Cash,
O01756,08-02-2024,C0349,62,Female,North,UK,Office Supplies,Stapler,10.24,3.00,0.25,23.04,2.61,PayPal,
O01757,16-03-2024,C0398,29,Male,West,India,Electronics,Laptop,720.00,5.00,0.02,3528.00,1003.12,Credit Card,
O01758,13-08-2023,C0504,41,Male,South,UK,Furniture,Sofa,837.99,1.00,0.03,812.85,201.56,Cash,
O01759,06-01-2023,C1424,20,Female,North,Canada,Furniture,Cabinet,491.00,1.00,0.10,441.90,75.23,Credit Card,
O01760,04-03-2024,C1702,21,Female,West,UK,Office Supplies,Printer Paper,226.20,5.00,0.21,893.49,168.42,Credit Card,
O01761,30-11-2023,C0468,47,Male,South,India,Office Supplies,Notebook,450.25,4.00,0.20,1440.80,452.91,Credit Card,
O01762,30-07-2023,C1777,30,Female,North,USA,Clothing,Jacket,715.43,4.00,0.09,2604.17,871.54,Credit Card,
O01763,03-02-2024,C0715,35,Female,North,Australia,Furniture,Cabinet,186.89,4.00,0.20,598.05,117.87,PayPal,
O01764,03-05-2024,C1948,44,Male,West,Australia,Furniture,Sofa,608.36,2.00,0.19,985.54,109.64,PayPal,
O01765,14-03-2024,C1657,22,Female,East,India,Electronics,Headphones,29.58,1.00,0.25,22.18,4.96,Debit Card,
O01766,26-06-2023,C0614,62,Male,North,UK,Clothing,Jeans,450.84,3.00,0.23,1041.44,124.39,Cash,
O01767,22-06-2023,C0449,35,Female,West,India,Furniture,Cabinet,576.87,4.00,0.17,1915.21,669.09,Debit Card,
O01768,03-01-2024,C1791,36,Female,South,Germany,Furniture,Cabinet,563.82,1.00,0.08,518.71,112.51,Debit Card,
O01769,12-06-2024,C0889,64,Female,North,Australia,Electronics,Laptop,599.66,2.00,0.15,1019.42,187.88,PayPal,
O01770,08-05-2024,C1520,35,Male,North,Germany,Clothing,Jeans,328.07,5.00,0.18,1345.09,415.37,Credit Card,
O01771,14-08-2023,C0977,52,Male,East,Australia,Office Supplies,Notebook,311.68,4.00,0.22,972.44,168.62,Cash,
O01772,01-06-2024,C1959,51,Female,East,UK,Office Supplies,Notebook,402.22,4.00,0.02,1576.70,454.26,PayPal,
O01773,01-03-2024,C0526,44,Female,South,Australia,Office Supplies,Pen Set,410.09,1.00,0.11,364.98,63.59,Credit Card,
O01774,15-06-2024,C0764,51,Male,North,UK,Office Supplies,Stapler,925.26,2.00,0.17,1535.93,195.83,PayPal,
O01775,09-12-2023,C0084,62,Female,West,USA,Clothing,Jeans,369.71,4.00,0.01,1464.05,475.61,Debit Card,
O01776,11-09-2023,C0910,35,Female,South,UK,Electronics,Headphones,488.22,4.00,0.20,1562.30,164.92,Cash,
O01777,27-04-2024,C1436,25,Male,South,Australia,Furniture,Cabinet,416.21,4.00,0.27,1215.33,316.71,Credit Card,
O01778,17-01-2023,C1580,50,Female,West,India,Furniture,Sofa,679.49,1.00,0.12,597.95,172.12,Cash,
O01779,29-07-2023,C0624,61,Male,West,Germany,Electronics,Tablet,800.83,3.00,0.25,1801.87,560.31,PayPal,
